LiggghtsId,X,Y,Z,radius,chainId,minorStress,minorDirX,minorDirY,minorDirZ,PrincipleStress0,PrincipleStress1,PrincipleStress2,StressDir00,StressDir10,StressDir20,StressDir01,StressDir11,StressDir21,StressDir02,StressDir12,StressDir22,linkNodes,
1,0.0394093,0.107373,0.00285638,0.0025,0,-90998.8,-0.0131712,0.997314,0.072048,8.58593e-15,-90998.8,9.05e-14,0.99985,0.0172656,0.00124731,0.0131712,-0.997314,-0.072048,-0.674624,-0.0650021,0.735294,starting,
5,0.0354407,0.0633184,0.00279039,0.0025,1,-110418,0.604212,0.795422,0.0472441,9.45558e-12,-110418,1.46521e-13,0.795787,-0.604511,-0.0359049,-0.604212,-0.795422,-0.0472441,-0.101374,0.0181389,0.994683,starting,
9,0.0509925,0.031608,0.00262309,0.0025,2,-182387,-0.662766,0.748387,-0.0256656,-182387,-41802.7,-3.64309e-13,0.662766,-0.748387,0.0256656,-0.722328,-0.68339,-0.105926,-0.0969474,-0.0516415,0.993949,starting,
13,0.0940308,0.128852,0.0027739,0.0025,3,-80724.7,0.935867,-0.349257,0.0466101,-80724.7,-2782.94,-2.25573e-14,-0.935867,0.349257,-0.0466101,-0.349543,-0.936429,0.030333,0.0330429,-0.0446563,-0.998456,starting,
15,0.104386,0.0791324,0.00265913,0.0025,4,-75152.6,0.102795,0.993864,-0.0408424,5.50104e-13,-75152.6,4.25172e-14,0.998612,-0.0526233,0.00216253,-0.102795,-0.993864,0.0408424,0.538623,0.00737195,0.842515,starting,
16,0.0425739,0.0775379,0.00281331,0.0025,5,-4536.85,0.937443,0.348138,0.00102008,-4536.85,-5.25461e-14,2.13734e-19,-0.937443,-0.348138,-0.00102008,-0.315002,0.949087,0.00278091,0.000322597,-0.00281028,0.999996,starting,
30,0.131499,0.0146667,0.00272971,0.0025,6,-105482,0.577631,0.815358,0.0391757,1.45758e-11,-105482,3.15549e-14,0.78797,-0.615004,-0.0295493,-0.577631,-0.815358,-0.0391757,-0.0183435,-0.035773,0.999192,starting,
47,0.00953442,0.0128244,0.00255125,0.0025,7,-18507,0.937789,-0.345105,0.0381273,-18507,0,2.65665e-15,-0.937789,0.345105,-0.0381273,0.381131,0.91893,-0.101524,-0.368211,-0.864035,0.343314,starting,
55,0.0126178,0.0811609,0.00265748,0.0025,8,-99431.7,-0.17285,0.98467,0.02339,9.64043e-13,-99431.7,-7.96298e-15,0.98733,0.158636,0.00376827,0.17285,-0.98467,-0.02339,-0.0246596,-0.027893,0.999307,starting,
57,0.0394925,0.10258,0.002509,0.0025,0,-99759.7,-0.292347,-0.955019,-0.0497207,-51472.2,-99759.7,-9.22324e-13,0.94575,-0.314323,-0.0822114,-0.292347,-0.955019,-0.0497207,0.0628538,-0.0710586,0.99549,"1",
64,0.0564475,0.0436731,0.00274415,0.0025,9,-262148,0.907192,-0.420326,-0.0181184,-262148,-9168.91,-4.29981e-13,-0.907192,0.420326,0.0181184,-0.436077,-0.89081,0.127651,-0.0815871,-0.124118,-0.988908,starting,
67,0.0201081,0.131547,0.00296645,0.0025,10,-47295.9,0.721966,0.690746,-0.0404448,-47295.9,-1.97214e-12,-1.99587e-14,-0.721966,-0.690746,0.0404448,-0.720994,0.691756,-0.040504,0.00552738,0.0486221,0.998802,starting,
68,0.070177,0.0132721,0.00286202,0.0025,11,-240934,-0.398887,-0.916786,0.0198305,-240934,-11604.6,-8.82266e-15,0.398887,0.916786,-0.0198305,0.915693,-0.40159,0.015212,-0.00588159,0.0241688,0.999691,starting,
72,0.054312,0.0374952,0.00290164,0.0025,2,-19117,0.925137,0.377608,0.0391601,-19117,2.19457e-13,0,-0.925137,-0.377608,-0.0391601,-0.277223,0.95568,0.0991096,-0.0805168,0.147998,0.985705,"258",
85,0.109265,0.0423101,0.00274224,0.0025,12,-149138,-0.0101956,-0.999859,-0.0133233,-17633.8,5.87614e-12,-149138,-0.99262,-0.00969386,-0.120879,0.120448,0.0119743,-0.992647,0.0101956,0.999859,0.0133233,starting,
