LiggghtsId,X,Y,Z,radius,chainId,minorStress,minorDirX,minorDirY,minorDirZ,PrincipleStress0,PrincipleStress1,PrincipleStress2,StressDir00,StressDir10,StressDir20,StressDir01,StressDir11,StressDir21,StressDir02,StressDir12,StressDir22,linkNodes,
3,0.0795637,0.0758977,0.0028175,0.0025,0,-145686,0.351197,0.935286,0.0436057,-7.55215e-12,-145686,9.50958e-16,0.98391,-0.178471,-0.00832083,-0.351197,-0.935286,-0.0436057,-0.104538,-0.0355641,0.993885,starting,
6,0.0432665,0.0493985,0.0024907,0.0025,1,-116977,-0.885312,-0.461022,0.0606733,-116977,-56511.3,-4.16862e-13,0.885312,0.461022,-0.0606733,-0.352491,0.935199,0.0339526,-0.104019,-0.0320307,-0.994059,starting,
7,0.0338615,0.0333696,0.0025942,0.0025,2,-171003,-0.784512,0.619044,-0.0363977,-171003,-31684.7,-21.1667,0.784512,-0.619044,0.0363977,-0.584102,-0.807114,-0.0859736,-0.102728,-0.0696618,0.992267,starting,
11,0.0756655,0.050842,0.00263773,0.0025,3,-102246,-0.105031,0.994391,-0.0124282,-6.63768e-14,-102246,1.10679e-15,0.999881,0.0154145,-0.000192656,0.105031,-0.994391,0.0124282,-0.388328,0.0253957,0.921171,starting,
17,0.075823,0.043021,0.00251412,0.0025,4,-197259,0.761154,-0.64827,-0.019767,-197259,0,2.73637e-14,-0.761154,0.64827,0.019767,0.575955,0.817101,0.024915,-0.575663,-0.81766,-0.00672233,starting,
19,0.0821501,0.0283084,0.00274077,0.0025,5,-118892,0.669683,0.741793,-0.0356044,-1.04586e-12,-118892,4.35124e-14,0.742395,-0.669192,0.0321197,-0.669683,-0.741793,0.0356044,-0.244079,0.265291,0.932763,starting,
20,0.0701495,0.078383,0.00253591,0.0025,6,-213484,0.941841,-0.336044,-0.00330726,-213484,-209.394,-2.02724e-13,-0.941841,0.336044,0.00330726,-0.299044,-0.697433,-0.651275,0.0590723,0.169682,-0.983727,starting,
27,0.0482614,0.0724891,0.00296941,0.0025,7,-405711,-0.477337,0.877673,0.0428765,-405711,-6750.84,9.38531e-12,0.477337,-0.877673,-0.0428765,0.781938,0.299539,-0.546671,-0.270122,-0.0450256,-0.961773,starting,
34,0.0540317,0.0987923,0.0029013,0.0025,8,-347754,-0.932857,0.358639,0.0339977,-347754,-133831,2.66626e-14,0.932857,-0.358639,-0.0339977,-0.11861,-0.992303,0.0355835,0.0495302,0.0381989,0.998042,starting,
38,0.0409945,0.0537186,0.00258924,0.0025,9,-450538,-0.528278,-0.848798,-0.0215516,-450538,-376462,-1939.92,0.528278,0.848798,0.0215516,0.499128,-0.866518,0.00423519,-0.0402271,-0.00247368,0.999188,starting,
40,0.0895205,0.0726249,0.0025075,0.0025,10,-91875.7,0.469566,0.881612,-0.0476234,-1.14549e-12,-91875.7,-2.60433e-14,0.979205,-0.20258,0.0109431,-0.469566,-0.881612,0.0476234,0.638992,-0.09567,0.763241,starting,
42,0.0346918,0.108486,0.00251139,0.0025,11,-135399,-0.887008,0.460473,-0.0343715,-135399,-36083.9,-9.85025e-14,0.887008,-0.460473,0.0343715,0.479075,0.875622,0.0614245,0.0653435,0.0376111,-0.997154,starting,
55,0.022763,0.0795726,0.00257909,0.0025,12,-567348,-0.427142,-0.903718,0.0290366,-230146,-567348,-1850.89,-0.900903,0.433756,-0.0151392,0.427142,0.903718,-0.0290366,-0.0293269,0.0435117,0.998622,starting,
61,0.0660312,0.0803389,0.00262598,0.0025,6,-242818,-0.993384,0.114458,0.00937069,-242818,-68509.8,-1.22944e-13,-0.993384,0.114458,0.00937069,-0.0294379,-0.999386,0.0190016,-0.0259329,-0.00857059,-0.999627,"20",
68,0.0706208,0.0230398,0.00286667,0.0025,13,-226160,-0.954764,0.297362,-0.00138783,-226160,-86404.6,-522.246,0.954764,-0.297362,0.00138783,-0.180704,-0.983479,-0.0106908,0.014614,0.0187763,0.999717,starting,
