LiggghtsId,X,Y,Z,radius,chainId,minorStress,minorDirX,minorDirY,minorDirZ,PrincipleStress0,PrincipleStress1,PrincipleStress2,StressDir00,StressDir10,StressDir20,StressDir01,StressDir11,StressDir21,StressDir02,StressDir12,StressDir22,linkNodes,
3,0.0795637,0.0758977,0.0028175,0.0025,0,-145686,0.351197,0.935286,0.0436057,-7.55215e-12,-145686,9.50958e-16,0.98391,-0.178471,-0.00832083,-0.351197,-0.935286,-0.0436057,-0.104538,-0.0355641,0.993885,starting,
6,0.0432665,0.0493985,0.0024907,0.0025,1,-116977,-0.885312,-0.461022,0.0606733,-116977,-56511.3,-4.16862e-13,0.885312,0.461022,-0.0606733,-0.352491,0.935199,0.0339526,-0.104019,-0.0320307,-0.994059,starting,
40,0.0895205,0.0726249,0.0025075,0.0025,2,-91875.7,0.469566,0.881612,-0.0476234,-1.14549e-12,-91875.7,-2.60433e-14,0.979205,-0.20258,0.0109431,-0.469566,-0.881612,0.0476234,0.638992,-0.09567,0.763241,starting,
55,0.022763,0.0795726,0.00257909,0.0025,3,-567348,-0.427142,-0.903718,0.0290366,-230146,-567348,-1850.89,-0.900903,0.433756,-0.0151392,0.427142,0.903718,-0.0290366,-0.0293269,0.0435117,0.998622,starting,
68,0.0706208,0.0230398,0.00286667,0.0025,4,-226160,-0.954764,0.297362,-0.00138783,-226160,-86404.6,-522.246,0.954764,-0.297362,0.00138783,-0.180704,-0.983479,-0.0106908,0.014614,0.0187763,0.999717,starting,
69,0.0808812,0.100599,0.00273977,0.0025,5,-190375,0.958849,-0.283778,0.0088438,-190375,6.90393e-12,7.02165e-15,-0.958849,0.283778,-0.0088438,0.322235,0.9462,-0.0294878,-0.0212955,-0.0135357,0.999682,starting,
76,0.111469,0.126008,0.00294028,0.0025,6,-238836,0.990831,0.133523,-0.0206234,-238836,-649.727,-6.23007e-13,-0.990831,-0.133523,0.0206234,-0.0959378,0.888048,0.44963,-0.0770411,0.413852,-0.907078,starting,
93,0.0304572,0.0509573,0.00292174,0.0025,7,-437926,0.133145,-0.990491,-0.0346391,-118143,-92.9476,-437926,0.990788,0.132336,0.0287569,-0.027563,-0.0416622,0.998751,-0.133145,0.990491,0.0346391,starting,
97,0.0201178,0.0881728,0.00289276,0.0025,8,-577120,0.363967,-0.931127,0.0230387,-577120,4.42649e-11,-882.876,-0.363967,0.931127,-0.0230387,0.828804,0.377169,-0.413312,0.506174,0.266549,0.820207,starting,
105,0.106725,0.124642,0.00271997,0.0025,6,-28132.4,-0.970993,-0.236893,-0.0324757,-28132.4,3.53694e-13,-1.12776e-14,-0.970993,-0.236893,-0.0324757,-0.279925,0.951126,0.13039,0.0772725,-0.414597,0.906718,"76",
106,0.0219705,0.0839719,0.00277439,0.0025,8,-408341,0.208765,-0.9779,-0.0113896,-408341,-5636.8,1.44253e-13,-0.208765,0.9779,0.0113896,0.956439,0.282064,-0.0752695,-0.0619438,-0.0553986,0.996541,"97",
108,0.0762946,0.0670418,0.0024976,0.0025,0,-97908.8,-0.605474,-0.795827,-0.00777915,-97908.8,-1439.45,4.84322e-14,-0.605474,-0.795827,-0.00777915,-0.807246,0.587273,0.0588601,0.0267066,-0.0310651,0.999161,"290",
112,0.0852128,0.0991261,0.0028121,0.0025,5,-343353,0.988947,-0.147307,-0.0168653,-343353,-26066.6,-305.19,-0.988947,0.147307,0.0168653,-0.144077,-0.988162,0.0526961,-0.023095,-0.0422371,-0.998841,"69",
113,0.0869857,0.0487863,0.00302945,0.0025,9,-378753,0.366204,0.929958,0.0327698,-378753,-14524.9,-1848.68,-0.366204,-0.929958,-0.0327698,0.921262,-0.379741,0.0841048,0.390591,-0.111893,-0.913739,starting,
115,0.0309925,0.0374017,0.00268536,0.0025,10,-552654,0.998419,0.0543105,-0.0145053,-552654,-59140.3,-1377.07,-0.998419,-0.0543105,0.0145053,0.0786951,-0.996364,-0.0326558,-0.0104287,-0.11056,-0.993815,starting,
