LiggghtsId,X,Y,Z,radius,chainId,minorStress,minorDirX,minorDirY,minorDirZ,PrincipleStress0,PrincipleStress1,PrincipleStress2,StressDir00,StressDir10,StressDir20,StressDir01,StressDir11,StressDir21,StressDir02,StressDir12,StressDir22,linkNodes,
47,0.00953442,0.0128244,0.00255125,0.0025,0,-18507,0.937789,-0.345105,0.0381273,-18507,0,2.65665e-15,-0.937789,0.345105,-0.0381273,0.381131,0.91893,-0.101524,-0.368211,-0.864035,0.343314,starting,
55,0.0126178,0.0811609,0.00265748,0.0025,1,-99431.7,-0.17285,0.98467,0.02339,9.64043e-13,-99431.7,-7.96298e-15,0.98733,0.158636,0.00376827,0.17285,-0.98467,-0.02339,-0.0246596,-0.027893,0.999307,starting,
68,0.070177,0.0132721,0.00286202,0.0025,2,-240934,-0.398887,-0.916786,0.0198305,-240934,-11604.6,-8.82266e-15,0.398887,0.916786,-0.0198305,0.915693,-0.40159,0.015212,-0.00588159,0.0241688,0.999691,starting,
86,0.128139,0.0978168,0.00263312,0.0025,3,-113769,0.910409,0.407085,0.0737348,-113769,-0,1.98876e-13,-0.910409,-0.407085,-0.0737348,-0.395558,0.903736,0.163693,-0.329624,0.641696,0.692514,starting,
97,0.0101193,0.0903081,0.00286466,0.0025,1,-115755,-0.3638,0.931265,0.0198799,-8.48216e-13,-115755,3.44527e-15,0.930645,0.36584,0.00780964,0.3638,-0.931265,-0.0198799,-0.227068,-0.109879,0.96766,"106",
106,0.011858,0.0858871,0.00277065,0.0025,1,-212908,-0.277061,0.960609,0.0216051,-212908,-2279.14,1.35332e-14,-0.277061,0.960609,0.0216051,0.962305,0.271394,0.0177476,-0.0115249,-0.0257885,0.999601,"55",
110,0.0696183,0.0684471,0.00256779,0.0025,4,-112475,0.281591,0.958765,-0.0384208,-7.98356e-12,-112475,-5.05739e-14,0.948607,-0.316203,0.0126712,-0.281591,-0.958765,0.0384208,0.10087,0.00868744,0.994862,starting,
202,0.0456235,0.0501958,0.00267159,0.0025,5,-232240,0.971986,0.230473,-0.0460998,-232240,-18738.6,-7.41016e-13,-0.971986,-0.230473,0.0460998,0.236912,-0.969723,-0.059241,-0.0582156,0.0461918,-0.997235,starting,
212,0.0297568,0.0481075,0.00287374,0.0025,6,-104245,-0.419098,0.907917,-0.00666681,6.47474e-12,-104245,-2.83946e-15,0.895972,0.444098,-0.003261,0.419098,-0.907917,0.00666681,-0.0111305,0.00571719,0.999922,starting,
229,0.0409053,0.0504524,0.00295891,0.0025,5,-123516,-0.9976,0.0345684,0.0600008,-123516,0,-7.27515e-14,-0.9976,0.0345684,0.0600008,0.0796609,0.497621,0.863729,-0.0166294,-0.865786,0.500139,"202",
231,0.13494,0.103738,0.00274182,0.0025,3,-114660,0.528177,0.847596,-0.0510886,-5.34922e-12,-114660,7.21558e-14,0.859137,-0.510818,0.0307895,-0.528177,-0.847596,0.0510886,-0.0703272,0.105456,0.991934,"397",
241,0.0322786,0.132874,0.00254964,0.0025,7,-199928,0.676332,0.73657,0.00629463,-199928,-68736.5,-171.363,-0.676332,-0.73657,-0.00629463,-0.750783,0.660489,0.00888491,0.00186144,-0.0094012,0.999954,starting,
243,0.0314135,0.0391053,0.00264449,0.0025,6,-115133,-0.0890785,-0.994365,-0.0574719,-9.86567e-14,-115133,-9.10819e-14,0.995203,-0.0976712,-0.00564516,-0.0890785,-0.994365,-0.0574719,0.993728,-0.100712,0.048598,"342",
244,0.0188732,0.0111158,0.00297519,0.0025,0,-111702,0.998036,0.0365081,0.0509067,-111702,-2.8895e-13,8.51513e-15,-0.998036,-0.0365081,-0.0509067,-0.062538,0.581642,0.811038,-0.0182748,-0.605907,0.795325,"335",
245,0.067612,0.0591239,0.00299933,0.0025,4,-73720.3,-0.158263,-0.986028,0.0519807,3.13655e-13,-73720.3,-4.90262e-15,0.994654,-0.103124,0.0054364,-0.158263,-0.986028,0.0519807,0.153141,0.0332202,0.987646,"303",
249,0.0297155,0.128801,0.00267637,0.0025,7,-87781.1,-0.543859,-0.838836,0.0239136,-5.07987e-12,-87781.1,-1.29123e-14,0.846478,-0.532208,0.0151722,-0.543859,-0.838836,0.0239136,0.0336435,0.00992395,0.999385,"241",
251,0.0559057,0.0898913,0.00286512,0.0025,8,-239532,-0.554116,-0.832384,0.0095874,-239532,-15243.9,1.49401e-13,0.554116,0.832384,-0.0095874,0.830184,-0.553756,0.0644143,-0.0480794,0.0434931,0.997896,starting,
300,0.0761203,0.130548,0.00258609,0.0025,9,-184048,-0.568791,-0.822461,0.00591715,-184048,-19457.7,2.66894e-15,0.568791,0.822461,-0.00591715,0.827871,-0.560841,-0.00934552,0.0109803,-0.000400518,0.99994,starting,
303,0.0681123,0.0639368,0.00275987,0.0025,4,-196516,-0.0106446,-0.999533,0.0286447,-96430,-196516,-22.1591,-0.996918,-0.0323679,0.0714601,0.0106446,0.999533,-0.0286447,0.0709093,0.0281485,0.997086,"110",
306,0.069303,0.00862572,0.00296921,0.0025,2,-125596,-0.201556,-0.979218,0.0225244,4.66463e-12,-125596,2.54694e-14,0.982774,-0.184765,0.00425005,-0.201556,-0.979218,0.0225244,0.0479051,0.0140297,0.998753,"68",
335,0.0141218,0.0109419,0.00273353,0.0025,0,-127670,0.99866,-0.0146893,0.0496282,-127670,1.76669e-13,-2538.32,0.99866,-0.0146893,0.0496282,-0.0498722,-0.024853,0.998446,0.0188203,0.999471,0.0265118,"47",
342,0.0318785,0.0438273,0.00292183,0.0025,6,-203608,0.155966,-0.98736,-0.0281813,-15770.3,-203608,-7.08934e-14,0.979156,0.161372,0.123337,0.155966,-0.98736,-0.0281813,-0.116822,-0.0467627,0.992051,"212",
343,0.0497062,0.0525705,0.00254325,0.0025,5,-127463,0.881055,0.472096,-0.029472,-127463,-9.49788e-12,-2.09656e-14,-0.881055,-0.472096,0.029472,-0.503319,0.862422,-0.0538392,-0.005945,0.0641534,0.997922,"202",
348,0.0798249,0.133544,0.00254661,0.0025,9,-109832,0.772621,0.634814,-0.00823877,-109832,-2.06208e-11,-1.78828e-15,-0.772621,-0.634814,0.00823877,-0.628856,0.777457,-0.01009,0.00909607,0.00192957,0.999957,"300",
364,0.0351786,0.136658,0.00271141,0.0025,7,-107381,0.600435,0.798969,0.0335531,5.13582e-12,-107381,0,0.793982,-0.607405,-0.0255083,-0.600435,-0.798969,-0.0335531,-0.117378,0.0475495,0.991948,"241",
383,0.054378,0.0854208,0.00298636,0.0025,8,-127002,-0.344119,-0.938609,0.0244004,-3.22843e-12,-127002,-8.11439e-15,0.946309,-0.323154,0.00840082,-0.344119,-0.938609,0.0244004,-0.00826907,0.0299327,0.999518,"251",
385,0.0729928,0.017067,0.00278684,0.0025,2,-126942,0.577427,0.816279,-0.0163264,6.35242e-12,-126942,-1.2633e-15,0.803131,-0.595684,0.0119143,-0.577427,-0.816279,0.0163264,0.0506934,-0.0178321,0.998555,"68",
388,0.0594437,0.0930216,0.00289915,0.0025,8,-127794,0.732254,0.681008,0.00567068,-127794,-19.2367,2.96977e-15,-0.732254,-0.681008,-0.00567068,0.662761,-0.748672,-0.0154436,-0.00352855,0.014858,-0.999883,"251",
397,0.132507,0.0996617,0.00300269,0.0025,3,-206792,0.752652,0.658318,0.011559,-206792,-21636.4,-2.09704e-12,0.752652,0.658318,0.011559,0.64126,-0.73823,0.209289,0.145969,-0.149706,-0.977896,"86",
414,0.0749668,0.125888,0.00259689,0.0025,9,-93673.9,-0.265515,-0.964104,0.00252019,1.59733e-12,-93673.9,1.23426e-16,0.970704,-0.240279,0.000628095,-0.265515,-0.964104,0.00252019,0.0184828,-0.00225789,0.999827,"300",
