LiggghtsId,X,Y,Z,radius,chainId,minorStress,minorDirX,minorDirY,minorDirZ,PrincipleStress0,PrincipleStress1,PrincipleStress2,StressDir00,StressDir10,StressDir20,StressDir01,StressDir11,StressDir21,StressDir02,StressDir12,StressDir22,linkNodes,
1,0.0482826,0.0996152,0.00297736,0.0025,0,-443193,-0.0423555,-0.998585,-0.0321554,-329103,-443193,-391.076,-0.827536,0.561308,0.0108481,0.0423555,0.998585,0.0321554,-0.0212494,-0.0499715,0.998525,starting,
2,0.0339872,0.11278,0.00273044,0.0025,1,-434092,0.382732,-0.922143,-0.0562837,-434092,3.06331e-12,-22.6462,-0.382732,0.922143,0.0562837,0.875302,0.482968,0.0242629,0.873713,0.476347,0.0985857,starting,
3,0.0787334,0.0760023,0.00284771,0.0025,2,-380848,0.553967,-0.831616,-0.0391985,-380848,-161721,-17.9111,-0.553967,0.831616,0.0391985,0.764938,0.642989,0.037879,-0.00485311,-0.0625015,0.998033,starting,
4,0.100301,0.06234,0.00265638,0.0025,3,-335335,-0.305158,0.951304,-0.0435928,1.63666e-11,-335335,-6.81599e-14,0.921826,0.387197,-0.017743,0.305158,-0.951304,0.0435928,-0.0795196,0.0169218,0.99669,starting,
5,0.0445134,0.0663994,0.00287481,0.0025,4,-528658,-0.652404,-0.757559,-0.0217324,-528658,-112462,-1119.8,0.652404,0.757559,0.0217324,0.799231,-0.600891,-0.0126722,-0.021699,-0.0262985,0.999419,starting,
6,0.046763,0.0514935,0.00242053,0.0025,5,-639499,0.196006,-0.980519,0.0128172,-481627,-639499,-5044.7,-0.810069,-0.586328,-0.00297649,-0.196006,0.980519,-0.0128172,-0.0429216,-0.00718446,0.999053,starting,
7,0.0375192,0.0372661,0.0025581,0.0025,6,-702066,0.574543,-0.818229,0.0200281,-702066,-303071,-3414.58,-0.574543,0.818229,-0.0200281,0.749917,0.660942,-0.0279137,0.0198079,0.0446184,0.998808,starting,
9,0.0563869,0.041958,0.00250649,0.0025,7,-436573,-0.360933,0.932502,0.0129721,-147922,-436573,-717.844,0.894325,0.444688,0.0493524,0.360933,-0.932502,-0.0129721,-0.11429,-0.0462294,0.992371,starting,
10,0.107115,0.0867271,0.00258259,0.0025,8,-513659,-0.530912,0.847391,0.0078004,-513659,-121893,-901.025,0.530912,-0.847391,-0.0078004,-0.79666,-0.604374,-0.00810306,-0.00983358,-0.00825131,0.999918,starting,
15,0.0971179,0.0787095,0.00255393,0.0025,9,-476192,-0.96587,-0.254633,-0.0475212,-476192,-426342,-605.852,0.96587,0.254633,0.0475212,0.0545793,0.996717,0.0598101,0.0499166,0.0796408,-0.995573,starting,
