LiggghtsId,X,Y,Z,radius,chainId,minorStress,minorDirX,minorDirY,minorDirZ,PrincipleStress0,PrincipleStress1,PrincipleStress2,StressDir00,StressDir10,StressDir20,StressDir01,StressDir11,StressDir21,StressDir02,StressDir12,StressDir22,linkNodes,
1,0.0407787,0.106045,0.00286165,0.0025,0,-143273,-0.183222,0.981795,0.050078,-31550.5,-143273,4.2678e-14,0.949104,0.290221,0.122367,0.183222,-0.981795,-0.050078,-0.101848,-0.0779823,0.991739,starting,
5,0.037039,0.0638031,0.00279572,0.0025,1,-104430,0.573583,0.817749,0.047855,-1.35967e-11,-104430,-5.29183e-14,0.791929,-0.60957,-0.0356723,-0.573583,-0.817749,-0.047855,0.00687919,-0.0677352,0.99768,starting,
9,0.0518482,0.0332115,0.00261459,0.0025,2,-229711,-0.723742,0.68912,-0.0361979,-229711,-46680.5,-4.89069e-13,0.723742,-0.68912,0.0361979,-0.625212,-0.773465,-0.104223,-0.101298,-0.0540142,0.993389,starting,
13,0.0932308,0.126549,0.00277713,0.0025,3,-136393,-0.73162,0.679319,-0.0570772,-136393,-55886.3,-3.36184e-13,0.73162,-0.679319,0.0570772,-0.6291,-0.777188,0.0145919,-0.0344244,0.0465306,0.998324,starting,
15,0.103115,0.0789357,0.00265695,0.0025,4,-160556,-0.171476,-0.984283,0.042227,-19543.9,-160556,2.38823e-14,-0.998051,0.0623293,0.0032021,0.171476,0.984283,-0.042227,0.00146987,0.0446778,0.999,starting,
16,0.0438275,0.0773594,0.00281333,0.0025,5,-116857,0.933109,0.359591,0.00120363,-116857,1.34714e-12,2.20291e-17,-0.933109,-0.359591,-0.00120363,-0.304739,0.952431,0.003188,-0.000759457,0.000846532,0.999999,starting,
17,0.0758568,0.0389493,0.00252304,0.0025,6,-27314.7,0.772928,-0.634205,-0.0191429,-27314.7,7.20307e-13,6.20534e-17,-0.772928,0.634205,0.0191429,0.607019,0.794326,0.023976,0.0645976,0.0470388,0.996802,starting,
30,0.129168,0.0171167,0.00273377,0.0025,7,-216964,0.618726,0.785561,0.00843588,-216964,-2133.94,1.19532e-12,-0.618726,-0.785561,-0.00843588,0.714304,-0.662542,-0.225407,-0.35067,0.332469,-0.875497,starting,
34,0.0511159,0.102924,0.00289709,0.0025,8,-31813.6,-0.641894,0.766778,0.00484092,1.38633e-12,-31813.6,0,0.76187,0.647718,0.00408926,0.641894,-0.766778,-0.00484092,-0.00164896,-0.00714002,0.999973,starting,
47,0.0120999,0.0152836,0.0025504,0.0025,9,-143278,0.939389,-0.340529,0.0398401,-143278,-3.23211e-12,2.6698e-14,-0.939389,0.340529,-0.0398401,0.392648,0.913458,-0.10687,-0.0504152,-0.0220609,0.998485,starting,
55,0.0150923,0.0807629,0.00265542,0.0025,10,-275855,-0.00400854,-0.999971,0.00639907,-16393.7,3.73773e-13,-275855,0.985238,-0.0397185,-0.16652,0.184061,0.00396573,0.982907,0.00400854,0.999971,-0.00639907,starting,
57,0.040898,0.101317,0.00250213,0.0025,0,-153092,-0.579745,-0.814492,-0.0223175,-153092,-86894,1.5064e-12,0.579745,0.814492,0.0223175,0.770738,-0.629583,-0.097921,0.0654383,-0.0740174,0.995108,"1",
64,0.0570836,0.044831,0.00275121,0.0025,6,-322575,-0.916008,0.400756,0.018008,-322575,-11501.7,9.25227e-13,-0.916008,0.400756,0.018008,-0.447905,-0.887134,0.11124,-0.0917913,-0.137645,-0.986219,"217",
67,0.0222387,0.129141,0.00296786,0.0025,11,-146836,0.728707,0.683508,-0.0424647,-1.08488e-11,-146836,3.3434e-14,0.730163,-0.681958,0.0423684,-0.728707,-0.683508,0.0424647,0.055791,0.00248255,0.998439,starting,
68,0.07025,0.0157361,0.00286102,0.0025,12,-287926,0.412511,0.910724,-0.020426,-287926,-19491.4,-1.08543,-0.412511,-0.910724,0.020426,-0.909826,0.414425,-0.0216242,-0.0113703,0.0275129,0.999557,starting,
70,0.042724,0.0326805,0.00267051,0.0025,13,-117654,0.640724,0.7671,-0.0320963,-117654,-93.3682,4.72581e-12,-0.640724,-0.7671,0.0320963,0.624763,-0.493592,0.605011,0.461017,-0.416468,-0.783593,starting,
72,0.0550899,0.0389489,0.00290232,0.0025,13,-96395.3,0.909885,0.412807,0.0412249,-96395.3,-1.08723e-12,0,-0.909885,-0.412807,-0.0412249,-0.253618,0.962517,0.0961216,-0.0470603,0.0290413,0.99847,"258",
73,0.0800606,0.0838292,0.00251713,0.0025,14,-6212.02,0.936397,-0.348265,-0.0432653,-6212.02,-5.55836e-13,-4.58789e-15,-0.936397,0.348265,0.0432653,0.396497,0.911033,0.113178,0.045623,-0.0231979,0.998689,starting,
85,0.107747,0.0434755,0.00273596,0.0025,15,-224627,-0.204359,0.978801,-0.0136501,-28973.4,-224627,2.54743e-13,0.961043,0.246137,0.12575,0.204359,-0.978801,0.0136501,-0.125369,-0.0124527,0.992032,starting,
